area,metric,source_a,value_a,source_b,value_b,absolute_difference,comparison_status,authoritative_decision
Güvercinlik,official_matched_hotel_count,current_high_confidence_match_aggregate,0.0,destination_intelligence_v1_official_universe,0.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Kadıkalesi,official_matched_hotel_count,current_high_confidence_match_aggregate,2.0,destination_intelligence_v1_official_universe,2.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Ortakent-Yahşi,official_matched_hotel_count,current_high_confidence_match_aggregate,3.0,destination_intelligence_v1_official_universe,10.0,7.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Torba,official_matched_hotel_count,current_high_confidence_match_aggregate,9.0,destination_intelligence_v1_official_universe,12.0,3.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Turgutreis,official_matched_hotel_count,current_high_confidence_match_aggregate,4.0,destination_intelligence_v1_official_universe,24.0,20.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Türkbükü,official_matched_hotel_count,current_high_confidence_match_aggregate,1.0,destination_intelligence_v1_official_universe,5.0,4.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Yalıkavak,official_matched_hotel_count,current_high_confidence_match_aggregate,3.0,destination_intelligence_v1_official_universe,13.0,10.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Akyarlar,total_official_rooms,current_high_confidence_match_aggregate,349.0,destination_intelligence_v1_official_universe,1005.0,656.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bitez,total_official_rooms,current_high_confidence_match_aggregate,626.0,destination_intelligence_v1_official_universe,1157.0,531.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bodrum Merkez,total_official_rooms,current_high_confidence_match_aggregate,392.0,destination_intelligence_v1_official_universe,2791.0,2399.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Göltürkbükü,total_official_rooms,current_high_confidence_match_aggregate,176.0,destination_intelligence_v1_official_universe,712.0,536.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümbet,total_official_rooms,current_high_confidence_match_aggregate,1296.0,destination_intelligence_v1_official_universe,3219.0,1923.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümüşlük,total_official_rooms,current_high_confidence_match_aggregate,,destination_intelligence_v1_official_universe,167.0,,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gündoğan,total_official_rooms,current_high_confidence_match_aggregate,348.0,destination_intelligence_v1_official_universe,874.0,526.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Güvercinlik,total_official_rooms,current_high_confidence_match_aggregate,,destination_intelligence_v1_official_universe,0.0,,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Kadıkalesi,total_official_rooms,current_high_confidence_match_aggregate,313.0,destination_intelligence_v1_official_universe,681.0,368.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Ortakent-Yahşi,total_official_rooms,current_high_confidence_match_aggregate,316.0,destination_intelligence_v1_official_universe,726.0,410.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Torba,total_official_rooms,current_high_confidence_match_aggregate,1303.0,destination_intelligence_v1_official_universe,1880.0,577.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Turgutreis,total_official_rooms,current_high_confidence_match_aggregate,859.0,destination_intelligence_v1_official_universe,2901.0,2042.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Türkbükü,total_official_rooms,current_high_confidence_match_aggregate,22.0,destination_intelligence_v1_official_universe,127.0,105.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Yalıkavak,total_official_rooms,current_high_confidence_match_aggregate,248.0,destination_intelligence_v1_official_universe,1032.0,784.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Akyarlar,total_official_beds,current_high_confidence_match_aggregate,698.0,destination_intelligence_v1_official_universe,2067.0,1369.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bitez,total_official_beds,current_high_confidence_match_aggregate,1309.0,destination_intelligence_v1_official_universe,2736.0,1427.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bodrum Merkez,total_official_beds,current_high_confidence_match_aggregate,784.0,destination_intelligence_v1_official_universe,5832.0,5048.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Göltürkbükü,total_official_beds,current_high_confidence_match_aggregate,436.0,destination_intelligence_v1_official_universe,1606.0,1170.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümbet,total_official_beds,current_high_confidence_match_aggregate,2732.0,destination_intelligence_v1_official_universe,6662.0,3930.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümüşlük,total_official_beds,current_high_confidence_match_aggregate,,destination_intelligence_v1_official_universe,354.0,,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gündoğan,total_official_beds,current_high_confidence_match_aggregate,712.0,destination_intelligence_v1_official_universe,1788.0,1076.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Güvercinlik,total_official_beds,current_high_confidence_match_aggregate,,destination_intelligence_v1_official_universe,0.0,,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Kadıkalesi,total_official_beds,current_high_confidence_match_aggregate,870.0,destination_intelligence_v1_official_universe,1374.0,504.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Ortakent-Yahşi,total_official_beds,current_high_confidence_match_aggregate,631.0,destination_intelligence_v1_official_universe,1455.0,824.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Torba,total_official_beds,current_high_confidence_match_aggregate,3040.0,destination_intelligence_v1_official_universe,4339.0,1299.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Turgutreis,total_official_beds,current_high_confidence_match_aggregate,2034.0,destination_intelligence_v1_official_universe,6582.0,4548.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Türkbükü,total_official_beds,current_high_confidence_match_aggregate,76.0,destination_intelligence_v1_official_universe,288.0,212.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Yalıkavak,total_official_beds,current_high_confidence_match_aggregate,576.0,destination_intelligence_v1_official_universe,2321.0,1745.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Akyarlar,verified_five_star_count,current_high_confidence_match_aggregate,0.0,destination_intelligence_v1_official_universe,1.0,1.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bitez,verified_five_star_count,current_high_confidence_match_aggregate,3.0,destination_intelligence_v1_official_universe,2.0,1.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bodrum Merkez,verified_five_star_count,current_high_confidence_match_aggregate,2.0,destination_intelligence_v1_official_universe,9.0,7.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Göltürkbükü,verified_five_star_count,current_high_confidence_match_aggregate,1.0,destination_intelligence_v1_official_universe,3.0,2.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümbet,verified_five_star_count,current_high_confidence_match_aggregate,2.0,destination_intelligence_v1_official_universe,6.0,4.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümüşlük,verified_five_star_count,current_high_confidence_match_aggregate,0.0,destination_intelligence_v1_official_universe,0.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gündoğan,verified_five_star_count,current_high_confidence_match_aggregate,1.0,destination_intelligence_v1_official_universe,2.0,1.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Güvercinlik,verified_five_star_count,current_high_confidence_match_aggregate,0.0,destination_intelligence_v1_official_universe,0.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Kadıkalesi,verified_five_star_count,current_high_confidence_match_aggregate,1.0,destination_intelligence_v1_official_universe,2.0,1.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Ortakent-Yahşi,verified_five_star_count,current_high_confidence_match_aggregate,0.0,destination_intelligence_v1_official_universe,0.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Torba,verified_five_star_count,current_high_confidence_match_aggregate,5.0,destination_intelligence_v1_official_universe,5.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Turgutreis,verified_five_star_count,current_high_confidence_match_aggregate,4.0,destination_intelligence_v1_official_universe,6.0,2.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Türkbükü,verified_five_star_count,current_high_confidence_match_aggregate,0.0,destination_intelligence_v1_official_universe,0.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Yalıkavak,verified_five_star_count,current_high_confidence_match_aggregate,2.0,destination_intelligence_v1_official_universe,3.0,1.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
